drugname1	drugname2	cell_line	bliss
DOXORUBICIN	LAPATINIB	SKMES1	-1.53
DOXORUBICIN	MK-2206	SKMES1	5.1875
DOXORUBICIN	MK-4827	SKMES1	0.5599999999999999
DOXORUBICIN	MK-5108	SKMES1	-9.5825
DOXORUBICIN	MK-8669	SKMES1	4.5325
DOXORUBICIN	MK-8776	SKMES1	-7.1000000000000005
DOXORUBICIN	PD325901	SKMES1	-4.4825
DOXORUBICIN	SORAFENIB	SKMES1	-2.3125
DOXORUBICIN	SUNITINIB	SKMES1	-4.9375
DOXORUBICIN	TEMOZOLOMIDE	SKMES1	0.1274999999999999
DOXORUBICIN	ZOLINZA	SKMES1	3.3400000000000003
ERLOTINIB	ABT-888	SKMES1	-1.105
ERLOTINIB	BEZ-235	SKMES1	2.2875
ERLOTINIB	BORTEZOMIB	SKMES1	-1.0725000000000002
ERLOTINIB	DASATINIB	SKMES1	1.0924999999999998
ERLOTINIB	DINACICLIB	SKMES1	1.0675
ERLOTINIB	GELDANAMYCIN	SKMES1	0.0999999999999999
ERLOTINIB	MK-8669	SKMES1	5.892499999999999
ERLOTINIB	MK-8776	SKMES1	-0.135
ERLOTINIB	OXALIPLATIN	SKMES1	-4.967499999999999
ERLOTINIB	PD325901	SKMES1	-2.3675
ERLOTINIB	SN-38	SKMES1	5.382499999999999
ERLOTINIB	SORAFENIB	SKMES1	-2.515
ERLOTINIB	TOPOTECAN	SKMES1	3.3750000000000004
ETOPOSIDE	ABT-888	SKMES1	1.3025
ETOPOSIDE	AZD1775	SKMES1	2.0325
ETOPOSIDE	BEZ-235	SKMES1	-0.6250000000000001
ETOPOSIDE	BORTEZOMIB	SKMES1	-1.29
ETOPOSIDE	DASATINIB	SKMES1	-4.0825
ETOPOSIDE	DINACICLIB	SKMES1	-2.0375
ETOPOSIDE	ERLOTINIB	SKMES1	-1.975
ETOPOSIDE	GELDANAMYCIN	SKMES1	-1.0775
ETOPOSIDE	LAPATINIB	SKMES1	-1.9025
ETOPOSIDE	MK-2206	SKMES1	4.325
ETOPOSIDE	MK-4827	SKMES1	-0.3425
ETOPOSIDE	MK-5108	SKMES1	-2.2750000000000004
ETOPOSIDE	MK-8669	SKMES1	1.865
ETOPOSIDE	MK-8776	SKMES1	-2.1525
ETOPOSIDE	PD325901	SKMES1	-5.140000000000001
ETOPOSIDE	SORAFENIB	SKMES1	4.4125000000000005
ETOPOSIDE	SUNITINIB	SKMES1	-1.965
ETOPOSIDE	TEMOZOLOMIDE	SKMES1	2.8875
ETOPOSIDE	ZOLINZA	SKMES1	4.8125
GELDANAMYCIN	BEZ-235	SKMES1	6.4475
GELDANAMYCIN	DINACICLIB	SKMES1	-0.8325
GELDANAMYCIN	MK-8776	SKMES1	-1.4900000000000002
GELDANAMYCIN	OXALIPLATIN	SKMES1	-0.515
GELDANAMYCIN	SN-38	SKMES1	7.68
GELDANAMYCIN	SORAFENIB	SKMES1	1.315
GELDANAMYCIN	TOPOTECAN	SKMES1	-0.9075
GEMCITABINE	ABT-888	SKMES1	0.5199999999999999
GEMCITABINE	AZD1775	SKMES1	-2.9025
GEMCITABINE	BEZ-235	SKMES1	-0.73
GEMCITABINE	BORTEZOMIB	SKMES1	-0.0099999999999999
GEMCITABINE	DASATINIB	SKMES1	-3.7425
GEMCITABINE	DINACICLIB	SKMES1	-0.9000000000000001
GEMCITABINE	ERLOTINIB	SKMES1	-3.6975
GEMCITABINE	GELDANAMYCIN	SKMES1	-4.447500000000001
GEMCITABINE	LAPATINIB	SKMES1	-7.3675
GEMCITABINE	MK-2206	SKMES1	0.94
GEMCITABINE	MK-4827	SKMES1	-0.6174999999999999
GEMCITABINE	MK-5108	SKMES1	-0.9875
GEMCITABINE	MK-8669	SKMES1	1.6875
GEMCITABINE	MK-8776	SKMES1	-3.6000000000000005
GEMCITABINE	PD325901	SKMES1	-1.3325
GEMCITABINE	SORAFENIB	SKMES1	-6.805
GEMCITABINE	SUNITINIB	SKMES1	-3.43
GEMCITABINE	TEMOZOLOMIDE	SKMES1	0.2599999999999999
L778123	ABT-888	SKMES1	0.3
L778123	AZD1775	SKMES1	4.9375
L778123	BEZ-235	SKMES1	7.77
L778123	BORTEZOMIB	SKMES1	-0.93
L778123	DASATINIB	SKMES1	4.1175
L778123	DINACICLIB	SKMES1	0.7649999999999998
L778123	ERLOTINIB	SKMES1	0.7999999999999999
L778123	ETOPOSIDE	SKMES1	-6.2475000000000005
L778123	GELDANAMYCIN	SKMES1	6.785
L778123	GEMCITABINE	SKMES1	-2.345
L778123	LAPATINIB	SKMES1	-1.835
L778123	MK-2206	SKMES1	1.515
L778123	MK-4827	SKMES1	-2.0249999999999995
L778123	MK-5108	SKMES1	-4.5675
L778123	MK-8669	SKMES1	11.895
L778123	MK-8776	SKMES1	-1.2674999999999998
L778123	OXALIPLATIN	SKMES1	-4.7475000000000005
L778123	PD325901	SKMES1	-0.0499999999999999
L778123	SN-38	SKMES1	3.915
L778123	SORAFENIB	SKMES1	6.592499999999999
L778123	SUNITINIB	SKMES1	11.56
L778123	TEMOZOLOMIDE	SKMES1	1.0825
L778123	TOPOTECAN	SKMES1	9.7075
L778123	VINORELBINE	SKMES1	-0.1449999999999999
L778123	ZOLINZA	SKMES1	6.075
LAPATINIB	ABT-888	SKMES1	-2.5625
LAPATINIB	BEZ-235	SKMES1	-0.565
LAPATINIB	BORTEZOMIB	SKMES1	-0.93
LAPATINIB	DASATINIB	SKMES1	2.9775
LAPATINIB	DINACICLIB	SKMES1	-0.09
LAPATINIB	ERLOTINIB	SKMES1	-8.67
LAPATINIB	GELDANAMYCIN	SKMES1	1.3525
LAPATINIB	MK-2206	SKMES1	1.1375
LAPATINIB	MK-4827	SKMES1	0.18
LAPATINIB	MK-5108	SKMES1	-2.6825
LAPATINIB	MK-8669	SKMES1	1.0525
LAPATINIB	MK-8776	SKMES1	-0.5249999999999999
LAPATINIB	OXALIPLATIN	SKMES1	-5.595
LAPATINIB	PD325901	SKMES1	-1.67
LAPATINIB	SN-38	SKMES1	5.8825
LAPATINIB	SORAFENIB	SKMES1	-0.1725
LAPATINIB	TOPOTECAN	SKMES1	1.12
METFORMIN	ABT-888	SKMES1	2.665
METFORMIN	AZD1775	SKMES1	1.1200000000000003
METFORMIN	BEZ-235	SKMES1	6.84
METFORMIN	BORTEZOMIB	SKMES1	-0.4575
METFORMIN	DASATINIB	SKMES1	-5.089999999999999
METFORMIN	DINACICLIB	SKMES1	-2.4925
METFORMIN	ERLOTINIB	SKMES1	0.0524999999999999
METFORMIN	GELDANAMYCIN	SKMES1	6.455
METFORMIN	L778123	SKMES1	1.1775
METFORMIN	LAPATINIB	SKMES1	-3.0875000000000004
METFORMIN	MK-2206	SKMES1	-2.7925
METFORMIN	MK-4827	SKMES1	0.5324999999999999
METFORMIN	MK-5108	SKMES1	-2.015
METFORMIN	MK-8669	SKMES1	5.1075
METFORMIN	MK-8776	SKMES1	0.5725
METFORMIN	PD325901	SKMES1	-3.8
METFORMIN	SORAFENIB	SKMES1	5.7175
METFORMIN	SUNITINIB	SKMES1	-0.0725
METFORMIN	TEMOZOLOMIDE	SKMES1	0.5075000000000001
METFORMIN	ZOLINZA	SKMES1	0.7749999999999999
METHOTREXATE	ABT-888	SKMES1	-2.7325
METHOTREXATE	AZD1775	SKMES1	-11.33
METHOTREXATE	BEZ-235	SKMES1	-10.85
METHOTREXATE	BORTEZOMIB	SKMES1	-3.5
METHOTREXATE	DASATINIB	SKMES1	-12.3725
METHOTREXATE	DINACICLIB	SKMES1	-1.875
METHOTREXATE	ERLOTINIB	SKMES1	-9.555
METHOTREXATE	GELDANAMYCIN	SKMES1	-9.5875
METHOTREXATE	L778123	SKMES1	-9.9525
METHOTREXATE	LAPATINIB	SKMES1	-9.795
METHOTREXATE	MK-2206	SKMES1	-4.717499999999999
METHOTREXATE	MK-4827	SKMES1	-6.1
METHOTREXATE	MK-5108	SKMES1	-6.98
METHOTREXATE	MK-8669	SKMES1	-7.164999999999999
METHOTREXATE	MK-8776	SKMES1	-8.0975
METHOTREXATE	PD325901	SKMES1	-7.852499999999999
METHOTREXATE	SORAFENIB	SKMES1	-0.5499999999999998
METHOTREXATE	SUNITINIB	SKMES1	-15.805
METHOTREXATE	TEMOZOLOMIDE	SKMES1	-17.46
METHOTREXATE	ZOLINZA	SKMES1	-5.32
MITOMYCINE	ABT-888	SKMES1	0.1674999999999999
MITOMYCINE	AZD1775	SKMES1	1.0725
MITOMYCINE	BEZ-235	SKMES1	3.16
MITOMYCINE	BORTEZOMIB	SKMES1	-4.41
MITOMYCINE	DASATINIB	SKMES1	-3.1050000000000004
MITOMYCINE	DINACICLIB	SKMES1	-0.0374999999999999
MITOMYCINE	ERLOTINIB	SKMES1	-10.38
MITOMYCINE	GELDANAMYCIN	SKMES1	-2.1
MITOMYCINE	L778123	SKMES1	-20.7575
MITOMYCINE	LAPATINIB	SKMES1	-2.2175
MITOMYCINE	MK-2206	SKMES1	-2.4925
MITOMYCINE	MK-4827	SKMES1	1.4225
MITOMYCINE	MK-5108	SKMES1	-7.857500000000001
MITOMYCINE	MK-8669	SKMES1	-2.6825
MITOMYCINE	MK-8776	SKMES1	-0.2774999999999999
MITOMYCINE	PD325901	SKMES1	-6.98
MITOMYCINE	SORAFENIB	SKMES1	-38.455
MITOMYCINE	SUNITINIB	SKMES1	-1.8625
MITOMYCINE	TEMOZOLOMIDE	SKMES1	0.7024999999999999
MITOMYCINE	ZOLINZA	SKMES1	5.2825
MK-2206	ABT-888	SKMES1	1.89
MK-2206	BEZ-235	SKMES1	0.7875
MK-2206	BORTEZOMIB	SKMES1	-1.415
MK-2206	DASATINIB	SKMES1	-1.0325
MK-2206	DINACICLIB	SKMES1	0.245
MK-2206	ERLOTINIB	SKMES1	3.5875
MK-2206	GELDANAMYCIN	SKMES1	-0.5300000000000001
MK-2206	MK-8669	SKMES1	10.5325
MK-2206	MK-8776	SKMES1	3.73
MK-2206	OXALIPLATIN	SKMES1	-4.495
MK-2206	PD325901	SKMES1	-1.315
MK-2206	SN-38	SKMES1	2.795
MK-2206	SORAFENIB	SKMES1	6.3225
MK-2206	TOPOTECAN	SKMES1	3.14
MK-4541	5-FU	SKMES1	-11.1
MK-4541	ABT-888	SKMES1	-0.2075
MK-4541	AZD1775	SKMES1	-1.1925
MK-4541	BEZ-235	SKMES1	3.7475
MK-4541	BORTEZOMIB	SKMES1	-2.2825
MK-4541	CARBOPLATIN	SKMES1	-5.725
MK-4541	CYCLOPHOSPHAMIDE	SKMES1	6.0225
MK-4541	DASATINIB	SKMES1	-3.745
MK-4541	DEXAMETHASONE	SKMES1	-3.04
MK-4541	DINACICLIB	SKMES1	-4.06
MK-4541	DOXORUBICIN	SKMES1	-0.1425
MK-4541	ERLOTINIB	SKMES1	-0.8150000000000001
MK-4541	ETOPOSIDE	SKMES1	-5.817500000000001
MK-4541	GELDANAMYCIN	SKMES1	3.7925
MK-4541	GEMCITABINE	SKMES1	-3.3025
MK-4541	L778123	SKMES1	-0.0899999999999999
MK-4541	LAPATINIB	SKMES1	-0.7475
MK-4541	METFORMIN	SKMES1	-7.115
MK-4541	METHOTREXATE	SKMES1	-6.289999999999999
MK-4541	MITOMYCINE	SKMES1	-2.0175
MK-4541	MK-2206	SKMES1	1.7999999999999998
MK-4541	MK-4827	SKMES1	-6.532500000000001
MK-4541	MK-5108	SKMES1	-7.34
MK-4541	MK-8669	SKMES1	-4.2325
MK-4541	MK-8776	SKMES1	-3.6075
MK-4541	MRK-003	SKMES1	-0.8775
MK-4541	OXALIPLATIN	SKMES1	-7.6475
MK-4541	PACLITAXEL	SKMES1	-0.425
MK-4541	PD325901	SKMES1	-1.75
MK-4541	SN-38	SKMES1	-3.3275
MK-4541	SORAFENIB	SKMES1	2.9775
MK-4541	SUNITINIB	SKMES1	-3.5575
MK-4541	TEMOZOLOMIDE	SKMES1	-7.095
MK-4541	TOPOTECAN	SKMES1	0.4424999999999999
MK-4541	VINBLASTINE	SKMES1	-8.0925
MK-4541	VINORELBINE	SKMES1	-2.2275
MK-4541	ZOLINZA	SKMES1	0.7600000000000001
MK-4827	ABT-888	SKMES1	-5.2225
MK-4827	BEZ-235	SKMES1	5.0675
MK-4827	BORTEZOMIB	SKMES1	-0.4475000000000001
MK-4827	DASATINIB	SKMES1	-3.6975
MK-4827	DINACICLIB	SKMES1	0.3549999999999998
MK-4827	ERLOTINIB	SKMES1	-0.5449999999999998
MK-4827	GELDANAMYCIN	SKMES1	3.1925000000000003
MK-4827	MK-2206	SKMES1	6.3875
MK-4827	MK-8669	SKMES1	8.2025
MK-4827	MK-8776	SKMES1	0.5775
MK-4827	OXALIPLATIN	SKMES1	-4.1850000000000005
MK-4827	PD325901	SKMES1	-9.3675
MK-4827	SN-38	SKMES1	16.465
MK-4827	SORAFENIB	SKMES1	6.3475
MK-4827	TOPOTECAN	SKMES1	17.855
MK-5108	ABT-888	SKMES1	0.1175
MK-5108	BEZ-235	SKMES1	0.885
MK-5108	BORTEZOMIB	SKMES1	-1.465
MK-5108	DASATINIB	SKMES1	-4.55
MK-5108	DINACICLIB	SKMES1	-3.4275
MK-5108	ERLOTINIB	SKMES1	-5.8825
MK-5108	GELDANAMYCIN	SKMES1	1.4225
MK-5108	MK-2206	SKMES1	-2.285
MK-5108	MK-4827	SKMES1	-2.5725
MK-5108	MK-8669	SKMES1	-4.2375
MK-5108	MK-8776	SKMES1	-1.8125
MK-5108	OXALIPLATIN	SKMES1	-6.0175
MK-5108	PD325901	SKMES1	-6.9075
MK-5108	SN-38	SKMES1	-4.7
MK-5108	SORAFENIB	SKMES1	3.0525
MK-5108	TOPOTECAN	SKMES1	3.29
MK-8669	BEZ-235	SKMES1	21.4775
MK-8669	DINACICLIB	SKMES1	-0.3925
MK-8669	GELDANAMYCIN	SKMES1	6.720000000000001
MK-8669	MK-8776	SKMES1	0.995
MK-8669	OXALIPLATIN	SKMES1	-3.3200000000000003
MK-8669	SN-38	SKMES1	3.4224999999999994
MK-8669	SORAFENIB	SKMES1	14.845
MK-8669	TOPOTECAN	SKMES1	0.2525
MRK-003	5-FU	SKMES1	-6.2275
MRK-003	ABT-888	SKMES1	1.9375
MRK-003	AZD1775	SKMES1	4.984999999999999
MRK-003	BEZ-235	SKMES1	3.895
MRK-003	BORTEZOMIB	SKMES1	-0.8175
MRK-003	CARBOPLATIN	SKMES1	-0.4349999999999999
MRK-003	CYCLOPHOSPHAMIDE	SKMES1	3.2925000000000004
MRK-003	DASATINIB	SKMES1	5.28
MRK-003	DEXAMETHASONE	SKMES1	-2.5775
MRK-003	DINACICLIB	SKMES1	1.2225
MRK-003	DOXORUBICIN	SKMES1	-0.3600000000000001
MRK-003	ERLOTINIB	SKMES1	0.135
MRK-003	ETOPOSIDE	SKMES1	3.3475
MRK-003	GELDANAMYCIN	SKMES1	4.1075
MRK-003	GEMCITABINE	SKMES1	-1.48
MRK-003	L778123	SKMES1	-1.7075
MRK-003	LAPATINIB	SKMES1	2.185
MRK-003	METFORMIN	SKMES1	3.35
MRK-003	METHOTREXATE	SKMES1	-4.93
MRK-003	MITOMYCINE	SKMES1	-6.33
MRK-003	MK-2206	SKMES1	6.515
MRK-003	MK-4827	SKMES1	3.1950000000000003
MRK-003	MK-5108	SKMES1	-2.305
MRK-003	MK-8669	SKMES1	7.452500000000001
MRK-003	MK-8776	SKMES1	1.3925
MRK-003	OXALIPLATIN	SKMES1	-7.092499999999999
MRK-003	PACLITAXEL	SKMES1	8.629999999999999
MRK-003	PD325901	SKMES1	-3.7775
MRK-003	SN-38	SKMES1	3.2175
MRK-003	SORAFENIB	SKMES1	14.555
MRK-003	SUNITINIB	SKMES1	6.3375
MRK-003	TEMOZOLOMIDE	SKMES1	-2.135
MRK-003	TOPOTECAN	SKMES1	15.755
MRK-003	VINBLASTINE	SKMES1	6.7125
MRK-003	VINORELBINE	SKMES1	2.7075000000000005
MRK-003	ZOLINZA	SKMES1	4.3675
OXALIPLATIN	DINACICLIB	SKMES1	-2.3425
OXALIPLATIN	MK-8776	SKMES1	-1.74
OXALIPLATIN	SORAFENIB	SKMES1	-0.5225000000000001
PACLITAXEL	ABT-888	SKMES1	5.595
PACLITAXEL	AZD1775	SKMES1	2.8000000000000003
PACLITAXEL	BEZ-235	SKMES1	2.815
PACLITAXEL	BORTEZOMIB	SKMES1	-0.7575
PACLITAXEL	DASATINIB	SKMES1	1.6124999999999998
PACLITAXEL	DINACICLIB	SKMES1	0.2025
PACLITAXEL	ERLOTINIB	SKMES1	0.9125
PACLITAXEL	GELDANAMYCIN	SKMES1	1.1050000000000002
PACLITAXEL	L778123	SKMES1	7.4875
PACLITAXEL	LAPATINIB	SKMES1	7.737500000000001
PACLITAXEL	MK-2206	SKMES1	5.842499999999999
PACLITAXEL	MK-4827	SKMES1	-0.8225
PACLITAXEL	MK-5108	SKMES1	2.97
PACLITAXEL	MK-8669	SKMES1	4.5
PACLITAXEL	MK-8776	SKMES1	-0.4524999999999999
PACLITAXEL	PD325901	SKMES1	-1.705
PACLITAXEL	SORAFENIB	SKMES1	4.4625
PACLITAXEL	SUNITINIB	SKMES1	3.1975
PACLITAXEL	TEMOZOLOMIDE	SKMES1	2.05
PACLITAXEL	ZOLINZA	SKMES1	3.325
PD325901	ABT-888	SKMES1	-5.2625
PD325901	BEZ-235	SKMES1	1.9075
PD325901	BORTEZOMIB	SKMES1	-2.83
PD325901	DASATINIB	SKMES1	2.5675
PD325901	DINACICLIB	SKMES1	-9.6775
PD325901	GELDANAMYCIN	SKMES1	1.1275
PD325901	MK-8669	SKMES1	-1.0750000000000002
PD325901	MK-8776	SKMES1	-3.85
PD325901	OXALIPLATIN	SKMES1	-5.8925
PD325901	SN-38	SKMES1	-5.95
PD325901	SORAFENIB	SKMES1	5.4
PD325901	TOPOTECAN	SKMES1	-4.27
SN-38	DINACICLIB	SKMES1	-0.2024999999999999
SN-38	MK-8776	SKMES1	-1.5975
SN-38	SORAFENIB	SKMES1	12.8075
SORAFENIB	DINACICLIB	SKMES1	4.9925
SORAFENIB	MK-8776	SKMES1	-2.41
SUNITINIB	ABT-888	SKMES1	5.84
SUNITINIB	AZD1775	SKMES1	5.557499999999999
SUNITINIB	BEZ-235	SKMES1	12.0825
SUNITINIB	BORTEZOMIB	SKMES1	2.6025
SUNITINIB	DASATINIB	SKMES1	0.6925000000000001
SUNITINIB	DINACICLIB	SKMES1	2.125
SUNITINIB	ERLOTINIB	SKMES1	8.950000000000001
SUNITINIB	GELDANAMYCIN	SKMES1	6.975
SUNITINIB	LAPATINIB	SKMES1	7.0525
SUNITINIB	MK-2206	SKMES1	8.790000000000001
SUNITINIB	MK-4827	SKMES1	-2.045
SUNITINIB	MK-5108	SKMES1	-4.7675
SUNITINIB	MK-8669	SKMES1	11.857500000000002
SUNITINIB	MK-8776	SKMES1	-1.0475
SUNITINIB	OXALIPLATIN	SKMES1	-3.735
SUNITINIB	PD325901	SKMES1	5.63
SUNITINIB	SN-38	SKMES1	12.05
SUNITINIB	SORAFENIB	SKMES1	-0.1049999999999999
SUNITINIB	TEMOZOLOMIDE	SKMES1	6.85
SUNITINIB	TOPOTECAN	SKMES1	3.22
TEMOZOLOMIDE	ABT-888	SKMES1	11.27
TEMOZOLOMIDE	AZD1775	SKMES1	10.0875
TEMOZOLOMIDE	BEZ-235	SKMES1	9.625
TEMOZOLOMIDE	BORTEZOMIB	SKMES1	0.8725
TEMOZOLOMIDE	DASATINIB	SKMES1	-4.3925
TEMOZOLOMIDE	DINACICLIB	SKMES1	0.1974999999999999
TEMOZOLOMIDE	ERLOTINIB	SKMES1	-1.4725
TEMOZOLOMIDE	GELDANAMYCIN	SKMES1	1.1475
TEMOZOLOMIDE	LAPATINIB	SKMES1	-1.8475
TEMOZOLOMIDE	MK-2206	SKMES1	0.8575
TEMOZOLOMIDE	MK-4827	SKMES1	24.52
TEMOZOLOMIDE	MK-5108	SKMES1	-5.2875000000000005
TEMOZOLOMIDE	MK-8669	SKMES1	10.1725
TEMOZOLOMIDE	MK-8776	SKMES1	-0.3400000000000001
TEMOZOLOMIDE	OXALIPLATIN	SKMES1	-6.824999999999999
TEMOZOLOMIDE	PD325901	SKMES1	-7.475
TEMOZOLOMIDE	SN-38	SKMES1	0.5149999999999999
TEMOZOLOMIDE	SORAFENIB	SKMES1	12.525
TEMOZOLOMIDE	TOPOTECAN	SKMES1	2.3125
TOPOTECAN	BEZ-235	SKMES1	5.1125
TOPOTECAN	DINACICLIB	SKMES1	-1.215
TOPOTECAN	MK-8776	SKMES1	-1.0725
TOPOTECAN	SORAFENIB	SKMES1	13.3675
VINBLASTINE	ABT-888	SKMES1	-4.9575000000000005
VINBLASTINE	AZD1775	SKMES1	-2.995
VINBLASTINE	BEZ-235	SKMES1	4.8125
VINBLASTINE	BORTEZOMIB	SKMES1	-2.25
VINBLASTINE	DASATINIB	SKMES1	-4.9675
VINBLASTINE	DINACICLIB	SKMES1	-7.0025
VINBLASTINE	ERLOTINIB	SKMES1	2.465
VINBLASTINE	GELDANAMYCIN	SKMES1	-2.2525
VINBLASTINE	L778123	SKMES1	5.7525
VINBLASTINE	LAPATINIB	SKMES1	-2.21
VINBLASTINE	MK-2206	SKMES1	-2.8525
VINBLASTINE	MK-4827	SKMES1	-5.085
VINBLASTINE	MK-5108	SKMES1	0.6450000000000001
VINBLASTINE	MK-8669	SKMES1	3.2225
VINBLASTINE	MK-8776	SKMES1	-2.7525
VINBLASTINE	PD325901	SKMES1	-4.175000000000001
VINBLASTINE	SORAFENIB	SKMES1	8.1225
VINBLASTINE	SUNITINIB	SKMES1	-3.105
VINBLASTINE	TEMOZOLOMIDE	SKMES1	-14.275
VINBLASTINE	ZOLINZA	SKMES1	0.13
VINORELBINE	ABT-888	SKMES1	4.449999999999999
VINORELBINE	AZD1775	SKMES1	-1.64
VINORELBINE	BEZ-235	SKMES1	1.2225
VINORELBINE	BORTEZOMIB	SKMES1	-0.1699999999999999
VINORELBINE	DASATINIB	SKMES1	-1.7999999999999998
VINORELBINE	DINACICLIB	SKMES1	2.205
VINORELBINE	ERLOTINIB	SKMES1	4.335
VINORELBINE	GELDANAMYCIN	SKMES1	1.6625
VINORELBINE	LAPATINIB	SKMES1	3.1775
VINORELBINE	MK-2206	SKMES1	2.6075
VINORELBINE	MK-4827	SKMES1	-1.5475
VINORELBINE	MK-5108	SKMES1	-1.5925
VINORELBINE	MK-8669	SKMES1	0.1149999999999999
VINORELBINE	MK-8776	SKMES1	-0.7424999999999999
VINORELBINE	PD325901	SKMES1	-9.66
VINORELBINE	SORAFENIB	SKMES1	4.855
VINORELBINE	SUNITINIB	SKMES1	3.42
VINORELBINE	TEMOZOLOMIDE	SKMES1	0.1999999999999999
VINORELBINE	ZOLINZA	SKMES1	4.8075
ZOLINZA	ABT-888	SKMES1	4.8275
ZOLINZA	AZD1775	SKMES1	12.0625
ZOLINZA	BEZ-235	SKMES1	6.77
ZOLINZA	BORTEZOMIB	SKMES1	6.487500000000001
ZOLINZA	DASATINIB	SKMES1	-3.9875
ZOLINZA	DINACICLIB	SKMES1	-0.13
ZOLINZA	ERLOTINIB	SKMES1	4.59
ZOLINZA	GELDANAMYCIN	SKMES1	-5.692500000000001
ZOLINZA	GEMCITABINE	SKMES1	2.99
ZOLINZA	LAPATINIB	SKMES1	1.2825000000000002
ZOLINZA	MK-2206	SKMES1	9.98
ZOLINZA	MK-4827	SKMES1	1.685
ZOLINZA	MK-5108	SKMES1	-1.0725
ZOLINZA	MK-8669	SKMES1	3.5225
ZOLINZA	MK-8776	SKMES1	6.717499999999999
ZOLINZA	OXALIPLATIN	SKMES1	2.8625
ZOLINZA	PD325901	SKMES1	-7.057500000000001
ZOLINZA	SN-38	SKMES1	6.549999999999999
ZOLINZA	SORAFENIB	SKMES1	6.4975
ZOLINZA	SUNITINIB	SKMES1	0.905
ZOLINZA	TEMOZOLOMIDE	SKMES1	9.3175
ZOLINZA	TOPOTECAN	SKMES1	5.7425
5-FU	ABT-888	SKOV3	5.0575
5-FU	AZD1775	SKOV3	6.919999999999999
5-FU	BEZ-235	SKOV3	5.325
5-FU	BORTEZOMIB	SKOV3	-0.6925
5-FU	DASATINIB	SKOV3	-2.1675
5-FU	DINACICLIB	SKOV3	3.4450000000000003
5-FU	ERLOTINIB	SKOV3	3.4675
5-FU	GELDANAMYCIN	SKOV3	1.66
5-FU	L778123	SKOV3	8.785
5-FU	LAPATINIB	SKOV3	0.035
5-FU	MK-2206	SKOV3	2.305
5-FU	MK-4827	SKOV3	-2.14
5-FU	MK-5108	SKOV3	7.5975
5-FU	MK-8669	SKOV3	6.6725
5-FU	MK-8776	SKOV3	4.2275
5-FU	PD325901	SKOV3	-0.78
5-FU	SORAFENIB	SKOV3	13.23
5-FU	SUNITINIB	SKOV3	11.655
5-FU	TEMOZOLOMIDE	SKOV3	5.045
5-FU	ZOLINZA	SKOV3	2.0375
ABT-888	BEZ-235	SKOV3	9.65
ABT-888	DINACICLIB	SKOV3	8.07
ABT-888	GELDANAMYCIN	SKOV3	2.3275
ABT-888	MK-8669	SKOV3	5.074999999999999
ABT-888	MK-8776	SKOV3	3.29
ABT-888	OXALIPLATIN	SKOV3	0.7725
ABT-888	SN-38	SKOV3	5.994999999999999
ABT-888	SORAFENIB	SKOV3	16.075
ABT-888	TOPOTECAN	SKOV3	-1.885
AZD1775	ABT-888	SKOV3	4.11
AZD1775	BEZ-235	SKOV3	10.82
AZD1775	BORTEZOMIB	SKOV3	0.1
AZD1775	DASATINIB	SKOV3	2.41
AZD1775	DINACICLIB	SKOV3	4.47
AZD1775	ERLOTINIB	SKOV3	3.3200000000000003
AZD1775	GELDANAMYCIN	SKOV3	2.3275
AZD1775	LAPATINIB	SKOV3	4.8425
AZD1775	MK-2206	SKOV3	8.9275
AZD1775	MK-4827	SKOV3	2.175
AZD1775	MK-5108	SKOV3	14.305
AZD1775	MK-8669	SKOV3	13.0875
AZD1775	MK-8776	SKOV3	28.8775
AZD1775	OXALIPLATIN	SKOV3	1.245
AZD1775	PD325901	SKOV3	1.495
AZD1775	SN-38	SKOV3	9.9275
AZD1775	SORAFENIB	SKOV3	14.71
AZD1775	TOPOTECAN	SKOV3	1.6775000000000002
BEZ-235	DINACICLIB	SKOV3	5.577500000000001
BEZ-235	MK-8776	SKOV3	5.6475
BEZ-235	OXALIPLATIN	SKOV3	7.569999999999999
BEZ-235	SN-38	SKOV3	8.4925
BEZ-235	SORAFENIB	SKOV3	11.3325
BORTEZOMIB	ABT-888	SKOV3	1.3924999999999998
BORTEZOMIB	BEZ-235	SKOV3	3.8525
BORTEZOMIB	DASATINIB	SKOV3	-5.9325
BORTEZOMIB	DINACICLIB	SKOV3	0.5225
BORTEZOMIB	GELDANAMYCIN	SKOV3	3.185
BORTEZOMIB	MK-8669	SKOV3	-1.2025
BORTEZOMIB	MK-8776	SKOV3	-0.1624999999999999
BORTEZOMIB	OXALIPLATIN	SKOV3	1.57
BORTEZOMIB	SN-38	SKOV3	0.87
BORTEZOMIB	SORAFENIB	SKOV3	10.9625
BORTEZOMIB	TOPOTECAN	SKOV3	-0.045
CARBOPLATIN	ABT-888	SKOV3	2.3925
CARBOPLATIN	AZD1775	SKOV3	6.585
CARBOPLATIN	BEZ-235	SKOV3	5.95
CARBOPLATIN	BORTEZOMIB	SKOV3	-0.8725
CARBOPLATIN	DASATINIB	SKOV3	-2.63
CARBOPLATIN	DINACICLIB	SKOV3	2.065
CARBOPLATIN	ERLOTINIB	SKOV3	1.1
CARBOPLATIN	GELDANAMYCIN	SKOV3	-0.9525
CARBOPLATIN	L778123	SKOV3	1.5825
CARBOPLATIN	LAPATINIB	SKOV3	-1.0225000000000002
